image,text
other/13.png,کیلئے پولیس نے مظاہرین پر لاٹھی چارج اور فائرنگ کی
other/14.png,جس سے ایک نوجوان منشور علی جاں بحق اور 2
other/15.png,خواتین سمیت 14 افراد زخمی ہوئے۔ زخمیوں کو قریبی ہسپتال
other/16.png,منتقل کر دیا گیا۔ بنوں اور ڈیرہ اسماعیل خان ضلع کو
other/17.png,ملانے والی مرکزی شاہراہ پر کرفیو نافذ کر دیا گیا ہے۔ بنوں
other/18.png,میں تشدد اس وقت شروع ہوا جب 500 کے لگ بھگ
other/19.png,مظاہرین نے مصروف شاہراہ بلاک کر دی اور خالی کرنے سے
other/20.png,انکار کر دیا۔ مظاہرین نے شاہراہ کو 3 گھنٹے تک بلاک رکھا۔ پولیس کا
other/21.png,تعلیمات پر عمل نہ کرتا تو سیاست میں قدم رکھنے
other/22.png,کے بعد میں بھی چوری چکاری اور لوٹ مار میں لگ جاتا
other/23.png,اور دیگر سیاستدانوں کی طرح آج میں بھی کھرب پتی
other/24.png,چکا ہوتا مگر میری اللہ تعالیٰ سے یہی دعا ہے
other/25.png,کہ وہ مجھے سرکار دو عالم ﷺ کی سیرت طیبہ پر قدم بہ
other/26.png,قدم چلنے کی توفیق عطا فرمائے۔ الطاف حسین نے کہا کہ
other/27.png,میں نے شروع دن سے ہی قرآن مجید اور سرکار دو عالم ﷺ
other/28.png,کی تعلیمات کے مطابق امن، سلامتی، احترامِ انسانیت اور اعتدال
other/29.png,پسندی کا درس دیا، میرا ہمیشہ یہی کہنا ہے کہ چاہے کوئی
other/30.png,کسی بھی مذہب، فقہ یا مسلک کا ماننے والا ہو، سب کا احترام
other/31.png,کرو، کسی سے نفرت نہ کرو، سب کو جینے کا حق ہے، آپ کا جو بھی
other/32.png,کا قبضہ کرنا چاہتے ہیں لیکن جب تک ایم کیو ایم
other/33.png,ہم آہنگی کی فضاء کو تباہ کر کے یہاں جنونیت اور مذہبی انتہا پسندی
other/34.png,خصوصاً سندھ میں مذہبی رواداری اور فرقہ وارانہ
other/35.png,اور مسلک کا عقیدہ ہو آپ اس کے مطابق اللہ کی عبادت
other/36.png,کیجئے، کون صحیح ہے کون غلط، کون حق پر ہے کون نہیں
other/37.png,ہے، کون جنت میں اور کون دوزخ میں جائے گا اس کا فیصلہ
other/38.png,انسان نہیں بلکہ روزِ محشر اللہ رب العزت کرے گا، جو سمجھتا ہے کہ
other/39.png,میری تعلیم غلط ہے وہ بے شک مجھے چھوڑ دے مگر میں
other/40.png,اپنے راستے کو نہیں چھوڑوں گا۔ انہوں نے کہا کہ مذہبی
